JRV,PRESJRV
HN.5.1.1.233.4405_DIP,HN.5.1.1.233.4405
HN.5.1.1.233.4406_DIP,HN.5.1.1.233.4406
HN.5.1.1.233.4407_DIP,HN.5.1.1.233.4407
NA,NA
HN.5.1.1.233.4409_DIP,HN.5.1.1.233.4409
HN.5.1.1.233.4410_DIP,HN.5.1.1.233.4410
HN.5.1.1.233.4411_DIP,HN.5.1.1.233.4411
HN.5.1.1.233.4412_DIP,HN.5.1.1.233.4412
HN.5.1.1.233.4413_DIP,HN.5.1.1.233.4413
HN.5.1.1.233.4414_DIP,HN.5.1.1.233.4414
NA,NA
HN.5.1.1.233.4416_DIP,HN.5.1.1.233.4416
NA,NA
HN.5.1.1.233.4418_DIP,HN.5.1.1.233.4418
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
HN.5.1.1.233.4424_DIP,HN.5.1.1.233.4424
NA,NA
HN.5.1.1.225.4390_DIP,HN.5.1.1.225.4390
NA,NA
HN.5.1.1.225.4392_DIP,HN.5.1.1.225.4392
HN.5.1.1.225.4393_DIP,HN.5.1.1.225.4393
HN.5.1.1.225.4394_DIP,HN.5.1.1.225.4394
HN.5.1.1.225.4395_DIP,HN.5.1.1.225.4395
HN.5.1.1.225.4396_DIP,HN.5.1.1.225.4396
HN.5.1.1.225.4397_DIP,HN.5.1.1.225.4397
HN.5.1.1.225.4398_DIP,HN.5.1.1.225.4398
HN.5.1.1.225.4399_DIP,HN.5.1.1.225.4399
HN.5.1.1.225.4400_DIP,HN.5.1.1.225.4400
HN.5.1.1.225.4401_DIP,HN.5.1.1.225.4401
HN.5.1.1.13.3515_DIP,HN.5.1.1.13.3515
HN.5.1.1.13.3516_DIP,HN.5.1.1.13.3516
HN.5.1.1.13.3517_DIP,HN.5.1.1.13.3517
HN.5.1.1.13.3518_DIP,HN.5.1.1.13.3518
HN.5.1.1.13.3519_DIP,HN.5.1.1.13.3519
NA,NA
NA,NA
HN.5.1.1.13.3522_DIP,HN.5.1.1.13.3522
HN.5.1.1.13.3523_DIP,HN.5.1.1.13.3523
NA,NA
HN.5.1.1.13.3525_DIP,HN.5.1.1.13.3525
NA,NA
NA,NA
NA,NA
HN.5.1.1.105.3848_DIP,HN.5.1.1.105.3848
HN.5.1.1.105.3849_DIP,HN.5.1.1.105.3849
HN.5.1.1.105.3850_DIP,HN.5.1.1.105.3850
HN.5.1.1.105.3851_DIP,HN.5.1.1.105.3851
NA,NA
NA,NA
HN.5.1.1.263.4568_DIP,HN.5.1.1.263.4568
HN.5.1.1.263.4569_DIP,HN.5.1.1.263.4569
HN.5.1.1.263.4570_DIP,HN.5.1.1.263.4570
HN.5.1.1.263.4571_DIP,HN.5.1.1.263.4571
HN.5.1.1.263.4572_DIP,HN.5.1.1.263.4572
NA,NA
HN.5.1.1.263.4574_DIP,HN.5.1.1.263.4574
HN.5.1.1.263.4575_DIP,HN.5.1.1.263.4575
HN.5.1.1.263.4576_DIP,HN.5.1.1.263.4576
HN.5.1.1.263.4577_DIP,HN.5.1.1.263.4577
NA,NA
HN.5.1.1.263.4579_DIP,HN.5.1.1.263.4579
HN.5.1.1.263.4580_DIP,HN.5.1.1.263.4580
HN.5.1.1.95.3825_DIP,HN.5.1.1.95.3825
HN.5.1.1.95.3826_DIP,HN.5.1.1.95.3826
HN.5.1.1.95.3827_DIP,HN.5.1.1.95.3827
HN.5.1.1.95.3828_DIP,HN.5.1.1.95.3828
NA,NA
HN.5.1.1.95.3830_DIP,HN.5.1.1.95.3830
NA,NA
HN.5.1.1.95.3832_DIP,HN.5.1.1.95.3832
HN.5.1.1.95.3833_DIP,HN.5.1.1.95.3833
NA,NA
HN.5.1.1.95.3835_DIP,HN.5.1.1.95.3835
HN.5.1.1.95.3836_DIP,HN.5.1.1.95.3836
NA,NA
NA,NA
NA,NA
HN.5.1.1.16.3547_DIP,HN.5.1.1.16.3547
HN.5.1.1.16.3548_DIP,HN.5.1.1.16.3548
HN.5.1.1.16.3549_DIP,HN.5.1.1.16.3549
NA,NA
HN.5.1.1.16.3551_DIP,HN.5.1.1.16.3551
HN.5.1.1.16.3552_DIP,HN.5.1.1.16.3552
HN.5.1.1.16.3553_DIP,HN.5.1.1.16.3553
HN.5.1.1.16.3554_DIP,HN.5.1.1.16.3554
HN.5.1.1.16.3555_DIP,HN.5.1.1.16.3555
NA,NA
HN.5.1.1.16.3557_DIP,HN.5.1.1.16.3557
HN.5.1.1.16.3558_DIP,HN.5.1.1.16.3558
HN.5.1.1.16.3559_DIP,HN.5.1.1.16.3559
HN.5.1.1.180.4136_DIP,HN.5.1.1.180.4136
HN.5.1.1.180.4137_DIP,HN.5.1.1.180.4137
HN.5.1.1.180.4138_DIP,HN.5.1.1.180.4138
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
HN.5.1.1.180.4144_DIP,HN.5.1.1.180.4144
NA,NA
NA,NA
NA,NA
HN.5.1.1.180.4148_DIP,HN.5.1.1.180.4148
NA,NA
HN.5.1.1.180.4150_DIP,HN.5.1.1.180.4150
HN.5.1.1.180.4151_DIP,HN.5.1.1.180.4151
NA,NA
HN.5.1.1.180.4153_DIP,HN.5.1.1.180.4153
HN.5.1.1.180.4154_DIP,HN.5.1.1.180.4154
HN.5.1.1.180.4155_DIP,HN.5.1.1.180.4155
HN.5.1.1.302.4692_DIP,HN.5.1.1.302.4692
NA,NA
HN.5.1.1.302.4694_DIP,HN.5.1.1.302.4694
HN.5.1.1.302.4695_DIP,HN.5.1.1.302.4695
HN.5.1.1.302.4696_DIP,HN.5.1.1.302.4696
HN.5.1.1.302.4697_DIP,HN.5.1.1.302.4697
NA,NA
HN.5.1.1.302.4699_DIP,HN.5.1.1.302.4699
HN.5.1.1.302.4700_DIP,HN.5.1.1.302.4700
HN.5.1.1.302.4701_DIP,HN.5.1.1.302.4701
HN.5.1.1.302.4702_DIP,HN.5.1.1.302.4702
NA,NA
HN.5.1.1.184.4157_DIP,HN.5.1.1.184.4157
HN.5.1.1.184.4158_DIP,HN.5.1.1.184.4158
NA,NA
NA,NA
HN.5.1.1.184.4161_DIP,HN.5.1.1.184.4161
HN.5.1.1.184.4162_DIP,HN.5.1.1.184.4162
HN.5.1.1.184.4163_DIP,HN.5.1.1.184.4163
NA,NA
HN.5.1.1.184.4165_DIP,HN.5.1.1.184.4165
NA,NA
HN.5.1.1.184.4167_DIP,HN.5.1.1.184.4167
HN.5.1.1.184.4168_DIP,HN.5.1.1.184.4168
HN.5.1.1.184.4169_DIP,HN.5.1.1.184.4169
HN.5.1.1.59.3702_DIP,HN.5.1.1.59.3702
HN.5.1.1.59.3703_DIP,HN.5.1.1.59.3703
NA,NA
HN.5.1.1.59.3705_DIP,HN.5.1.1.59.3705
HN.5.1.1.59.3706_DIP,HN.5.1.1.59.3706
HN.5.1.1.59.3707_DIP,HN.5.1.1.59.3707
NA,NA
HN.5.1.1.59.3709_DIP,HN.5.1.1.59.3709
HN.5.1.1.59.3710_DIP,HN.5.1.1.59.3710
NA,NA
HN.5.1.1.335.4822_DIP,HN.5.1.1.335.4822
HN.5.1.1.335.4823_DIP,HN.5.1.1.335.4823
NA,NA
NA,NA
HN.5.1.1.335.4826_DIP,HN.5.1.1.335.4826
HN.5.1.1.335.4827_DIP,HN.5.1.1.335.4827
HN.5.1.1.335.4828_DIP,HN.5.1.1.335.4828
HN.5.1.1.28.3584_DIP,HN.5.1.1.28.3584
HN.5.1.1.28.3585_DIP,HN.5.1.1.28.3585
NA,NA
HN.5.1.1.28.3587_DIP,HN.5.1.1.28.3587
HN.5.1.1.28.3588_DIP,HN.5.1.1.28.3588
HN.5.1.1.257.4546_DIP,HN.5.1.1.257.4546
HN.5.1.1.257.4547_DIP,HN.5.1.1.257.4547
HN.5.1.1.5.3466_DIP,HN.5.1.1.5.3466
HN.5.1.1.5.3467_DIP,HN.5.1.1.5.3467
HN.5.1.1.5.3468_DIP,HN.5.1.1.5.3468
HN.5.1.1.5.3469_DIP,HN.5.1.1.5.3469
HN.5.1.1.5.3470_DIP,HN.5.1.1.5.3470
HN.5.1.1.5.3471_DIP,HN.5.1.1.5.3471
HN.5.1.1.5.3472_DIP,HN.5.1.1.5.3472
HN.5.1.1.5.3473_DIP,HN.5.1.1.5.3473
HN.5.1.1.5.3474_DIP,HN.5.1.1.5.3474
NA,NA
HN.5.1.1.5.3476_DIP,HN.5.1.1.5.3476
NA,NA
NA,NA
NA,NA
HN.5.1.1.328.4806_DIP,HN.5.1.1.328.4806
NA,NA
HN.5.1.1.301.4691_DIP,HN.5.1.1.301.4691
HN.5.1.1.107.3854_DIP,HN.5.1.1.107.3854
HN.5.1.1.107.3855_DIP,HN.5.1.1.107.3855
HN.5.1.1.107.3856_DIP,HN.5.1.1.107.3856
HN.5.1.1.107.3857_DIP,HN.5.1.1.107.3857
HN.5.1.1.107.3858_DIP,HN.5.1.1.107.3858
NA,NA
HN.5.1.1.323.4788_DIP,HN.5.1.1.323.4788
HN.5.1.1.323.4789_DIP,HN.5.1.1.323.4789
NA,NA
HN.5.1.1.323.4791_DIP,HN.5.1.1.323.4791
HN.5.1.1.323.4792_DIP,HN.5.1.1.323.4792
HN.5.1.1.323.4793_DIP,HN.5.1.1.323.4793
HN.5.1.1.323.4794_DIP,HN.5.1.1.323.4794
HN.5.1.1.323.4795_DIP,HN.5.1.1.323.4795
HN.5.1.1.323.4796_DIP,HN.5.1.1.323.4796
HN.5.1.1.323.4797_DIP,HN.5.1.1.323.4797
HN.5.1.1.323.4798_DIP,HN.5.1.1.323.4798
NA,NA
HN.5.1.1.323.4800_DIP,HN.5.1.1.323.4800
HN.5.1.1.323.4801_DIP,HN.5.1.1.323.4801
NA,NA
HN.5.1.1.313.4780_DIP,HN.5.1.1.313.4780
HN.5.1.1.313.4781_DIP,HN.5.1.1.313.4781
HN.5.1.1.313.4782_DIP,HN.5.1.1.313.4782
NA,NA
NA,NA
NA,NA
HN.5.1.1.197.4259_DIP,HN.5.1.1.197.4259
HN.5.1.1.197.4260_DIP,HN.5.1.1.197.4260
HN.5.1.1.197.4261_DIP,HN.5.1.1.197.4261
HN.5.1.1.299.4681_DIP,HN.5.1.1.299.4681
HN.5.1.1.299.4682_DIP,HN.5.1.1.299.4682
HN.5.1.1.299.4683_DIP,HN.5.1.1.299.4683
NA,NA
HN.5.1.1.299.4685_DIP,HN.5.1.1.299.4685
HN.5.1.1.299.4686_DIP,HN.5.1.1.299.4686
HN.5.1.1.299.4687_DIP,HN.5.1.1.299.4687
HN.5.1.1.299.4688_DIP,HN.5.1.1.299.4688
HN.5.1.1.299.4689_DIP,HN.5.1.1.299.4689
NA,NA
HN.5.1.1.309.4722_DIP,HN.5.1.1.309.4722
NA,NA
HN.5.1.1.309.4724_DIP,HN.5.1.1.309.4724
HN.5.1.1.309.4725_DIP,HN.5.1.1.309.4725
HN.5.1.1.334.4821_DIP,HN.5.1.1.334.4821
NA,NA
HN.5.1.1.320.4786_DIP,HN.5.1.1.320.4786
HN.5.1.1.320.4787_DIP,HN.5.1.1.320.4787
HN.5.1.1.308.4718_DIP,HN.5.1.1.308.4718
HN.5.1.1.308.4719_DIP,HN.5.1.1.308.4719
HN.5.1.1.308.4720_DIP,HN.5.1.1.308.4720
NA,NA
HN.5.1.1.248.4456_DIP,HN.5.1.1.248.4456
NA,NA
HN.5.1.1.248.4458_DIP,HN.5.1.1.248.4458
HN.5.1.1.248.4459_DIP,HN.5.1.1.248.4459
HN.5.1.1.248.4460_DIP,HN.5.1.1.248.4460
NA,NA
HN.5.1.1.37.3609_DIP,HN.5.1.1.37.3609
NA,NA
HN.5.1.1.37.3611_DIP,HN.5.1.1.37.3611
NA,NA
NA,NA
HN.5.1.1.37.3614_DIP,HN.5.1.1.37.3614
HN.5.1.1.37.3615_DIP,HN.5.1.1.37.3615
NA,NA
HN.5.1.1.37.3617_DIP,HN.5.1.1.37.3617
HN.5.1.1.37.3618_DIP,HN.5.1.1.37.3618
